"","title","description","collection_identifier","persistent_identifier","persistent_url","project_identifier","organisational_unit","type","preservation_time","state","publisher","data_use agreement","ethical_approvals","free_keywords","sfn_keywords","mesh_keywords","version","associated_publications","associated_data","associated_analysis tools","associated_preregistrations","authors","managers","contributors","number_of files","size","quota","creation_date","last_update date","embargo_until","publication_date","archival_date","viewers_by dua","viewers_by manager","views","downloads","data_volume","viewers","downloaders","year"
"181","Alignment of pitch and articulation rate","Pitch and articulation rate data from a sentence completion task used to investigate alignment between participants and two different confederates.","ru.cls.alignment_pitch_articulation_rate_dsc_682","10.34973/ka6j-r180","https://doi.org/10.34973/ka6j-r180","alignment_pitch_articulation_rate","CLS","Data Sharing Collection",10,"Editable","Radboud University","RU-HD-1.1",NA,"Pitch; Articulation rate",NA,NA,0,NA,NA,NA,NA,"Eijk, L.D.; Schriefers, H.; Ernestus, M.T.C.","Heuvel, H. van den (Henk); Eijk, L.D.; Ernestus, M.T.C.",NA,9,2391638,5368709120,2023-01-25 15:04:28,2023-03-24 11:34:11,NA,NA,NA,0,0,8,1,226,7,1,2023
"182","Advanced speech diagnostics",NA,"ru.cls.advanced_speech_diagnostics_dac_670","10.34973/qchr-x474","https://doi.org/10.34973/qchr-x474","advanced_speech_diagnostics","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Molenaar, B.; Heuvel, H. van den (Henk)","Harmsen, W.N. (Wieke); max van der Velde",168,18601772,5368709120,2023-02-06 08:29:13,2024-02-16 11:27:15,NA,NA,NA,0,2,108,269,28757543,51,26,2023
"183","ANELT-CU: transcription-less quantitative analysis",NA,"ru.cls.anelt-cu_transcription-less_quantitative_analysis_dsc_121","10.34973/7ksm-jx70","https://doi.org/10.34973/7ksm-jx70","anelt-cu_transcription-less_quantitative_analysis","CLS","Data Sharing Collection",10,"Editable","Radboud University","CC-BY-NC-4.0",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Ruiter, M.B.",NA,3,797,5368709120,2022-08-29 08:58:43,2022-09-07 11:04:13,NA,NA,NA,0,0,24,0,0,11,0,2022
"184","Advanced Speech Technology and Learning Analytics for child personalized reading education",NA,"ru.cls.advanced_speech_technology_and_learning_analytics_child_personalized_reading_education_dac_251","10.34973/xdca-k055","https://doi.org/10.34973/xdca-k055","advanced_speech_technology_and_learning_analytics_child_personalized_reading_education","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Strik, W.A.J. (Helmer); Heuvel, H. van den (Henk); Harmsen, W.N. (Wieke); Cucchiarini, C.",NA,7979,33852132007,26843545600,2023-09-14 07:19:11,2024-02-09 08:27:19,NA,NA,NA,0,0,12,1,7201,9,1,2023
"185","Advanced speech diagnostics",NA,"ru.cls.advanced_speech_diagnostics_rdc_056","10.34973/jejq-rz41","https://doi.org/10.34973/jejq-rz41","advanced_speech_diagnostics","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Molenaar, B.; Heuvel, H. van den (Henk)","Harmsen, W.N. (Wieke)",35,7953454,5368709120,2023-02-06 08:30:08,2023-10-26 12:13:26,NA,NA,NA,0,0,9,1,203,6,1,2023
"186","Advanced speech diagnostics",NA,"ru.cls.advanced_speech_diagnostics_dsc_792","10.34973/nq87-yn45","https://doi.org/10.34973/nq87-yn45","advanced_speech_diagnostics","CLS","Data Sharing Collection",10,"Editable","Radboud University","CC0-1.0",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Molenaar, B.; Heuvel, H. van den (Henk)","Harmsen, W.N. (Wieke)",3,802,5368709120,2023-02-06 08:31:15,2023-04-25 10:54:43,NA,NA,NA,0,0,12,0,0,8,0,2023
"187","Acceptability: the influence of processing costs",NA,"ru.cls.acceptability_the_influence_of_processing_costs_rdc_359","10.34973/6czm-yz35","https://doi.org/10.34973/6czm-yz35","acceptability_the_influence_of_processing_costs","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Swart, P.J.F. de (Peter); Heuvel, H. van den (Henk)",NA,1,203,5368709120,2024-02-16 11:12:18,2024-02-16 11:12:20,NA,NA,NA,0,0,1,0,0,1,0,2024
"188","Acceptability: the influence of processing costs",NA,"ru.cls.acceptability_the_influence_of_processing_costs_dac_507","10.34973/ps6w-hz51","https://doi.org/10.34973/ps6w-hz51","acceptability_the_influence_of_processing_costs","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Swart, P.J.F. de (Peter); Heuvel, H. van den (Henk)","Kashigin, K.S. (Kyra)",1,203,5368709120,2024-02-16 11:11:31,2024-04-05 11:25:43,NA,NA,NA,0,0,5,0,0,4,0,2024
"189","The acceptability of Long Passive constructions in Dutch",NA,"ru.cls.acceptability_long_passive_constructions_dutch_dac_416","10.34973/507v-9c82","https://doi.org/10.34973/507v-9c82","acceptability_long_passive_constructions_dutch","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Schoenmakers, G.T.","Suijkerbuijk, M.J.P.F.",3,213906,5368709120,2021-12-07 09:21:06,2022-08-18 20:55:48,NA,NA,NA,0,0,4,5,572499,2,2,2021
"190","The acceptability of Long Passive constructions in Dutch",NA,"ru.cls.acceptability_long_passive_constructions_dutch_dsc_050","10.34973/j2cz-7y78","https://doi.org/10.34973/j2cz-7y78","acceptability_long_passive_constructions_dutch","CLS","Data Sharing Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Schoenmakers, G.T.","Suijkerbuijk, M.J.P.F.",5,190110,5368709120,2021-12-07 09:24:02,2022-08-18 20:55:12,NA,NA,NA,0,0,9,3,32202,5,1,2021
"191","The acceptability of Long Passive constructions in Dutch",NA,"ru.cls.acceptability_long_passive_constructions_dutch_rdc_521","10.34973/37gx-zf22","https://doi.org/10.34973/37gx-zf22","acceptability_long_passive_constructions_dutch","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Schoenmakers, G.T.","Suijkerbuijk, M.J.P.F.",1,203,5368709120,2021-12-07 09:22:21,2022-09-20 09:37:23,NA,NA,NA,0,0,5,4,262347,3,1,2021
"192","Advanced Speech Technology and Learning Analytics for child personalized reading education",NA,"ru.cls.advanced_speech_technology_and_learning_analytics_child_personalized_reading_education_rdc_383","10.34973/hx7f-mq02","https://doi.org/10.34973/hx7f-mq02","advanced_speech_technology_and_learning_analytics_child_personalized_reading_education","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Strik, W.A.J. (Helmer); Heuvel, H. van den (Henk); Harmsen, W.N. (Wieke); Cucchiarini, C.",NA,1,203,5368709120,2023-09-14 07:20:16,2023-09-14 07:20:20,NA,NA,NA,0,0,2,0,0,2,0,2023
"193","ViewPoint Identificaton Procedure Data Set","This data set consists of the materials and analysis scripts that were used to develop the ViewPoint Identification Procedure, as reported in the following publication:

Eekhof, L. S., van Krieken, K., & Sanders, J. (2020). VPIP: A Lexical Identification Procedure for Perceptual, Cognitive, and Emotional Viewpoint in Narrative Discourse. Open Library of Humanities, 6(1), 18. https://doi.org/10.16995/olh.483 

The data was collected to study the relationship between social-cognitive abilities and the linguistic processing of perceptual, cognitive, and emotional viewpoint markers, in the context of PhD research by Lynn Eekhof, at the Centre for Language Studies, Radboud University.","ru.cls.vpip_lexical_identification_procedure_dsc_423","10.34973/85cm-1v03","https://doi.org/10.34973/85cm-1v03","vpip_lexical_identification_procedure","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-4.0",NA,"viewpoint; reading; perspective; narrative",NA,NA,1,"DOI: 10.16995/olh.483",NA,"DOI: 10.16995/olh.483",NA,"Eekhof, L.S.; Krieken, K.W.M. van; Sanders, J.M. (José)","Krieken, K.W.M. van; Heuvel, H. van den (Henk); Eekhof, L.S.",NA,10,1329833,5368709120,2023-06-05 12:28:23,2023-06-05 12:28:23,NA,2023-06-05 12:28:23,NA,0,0,275,246,44160129,39,80,2023
"194","VoxPopuli","This is a collection of the tweet ids of all tweets that were used in the VoxPopuli project and the annotations that were done.

Tweets from TwiNL were collected for the election days of the Dutch provincial/senate elections of 2011, 2015 and 2019 and the parliamentary elections of 2012 and 2017 and of the 25 days before each election day. The tweets ids of each year are stored in compressed files for every hour, in a directory with the name of that year.

The annotations are stored in a CSV file in the directory Annotations. 

See the dissertation for details.","ru.cls.voxpopuli_dsc_577","10.34973/kyab-qw18","https://doi.org/10.34973/kyab-qw18","voxpopuli","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-NC-ND-4.0",NA,"Twitter",NA,NA,1,NA,NA,NA,NA,"Sanders, E.P.","Sanders, E.P.",NA,3124,1339526454,5368709120,2022-11-28 21:28:59,2022-11-28 21:28:59,NA,2022-11-28 21:28:59,NA,0,0,97,19243,5795554601,49,292,2022
"195","The use of the Dutch discourse particle 'eigenlijk' by native and non-native speakers","We investigated whether non-native speakers of Dutch use the interpersonal discourse particle eigenlijk differently than native speakers of Dutch. To this end, we administered an online cloze test in which native speakers (control group, N= 109) and non-native speakers (N=73) had to choose between eigenlijk and an adverb in a variety of contexts. The data and the files for analysis can be found in the current repository.","ru.cls.use_dutch_discourse_particle_eigenlijk_native_non-native_speakers_dsc_402","10.34973/9qwr-hp29","https://doi.org/10.34973/9qwr-hp29","use_dutch_discourse_particle_eigenlijk_native_non-native_speakers","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-NC-SA-4.0",NA,"non-native speakers; native speakers; language use; discourse particle; Dutch",NA,NA,1,"DOI: 10.1075/avt.00068.ros",NA,NA,NA,"Naomi van Rossem; Hogeweg, L.; Hoop, H. de (Helen); Hubers, F.C.W.","Hubers, F.C.W.","Hoop, H. de (Helen); Hogeweg, L.",81,58444564,5368709120,2022-11-17 09:34:26,2022-11-17 09:34:26,NA,2022-11-17 09:34:26,NA,0,0,131,1302,200224205,63,109,2022
"196","SZ corpus Pear Stories","This corpus contains 23 transcriptions of guided retellings of the 'Pear Film' (https://www.youtube.com/watch?v=bRNSTxTpG7U) by native speakers of Dutch with a schizophrenia diagnosis.","ru.cls.sz_corpus_pear_stories_dsc_749","10.34973/sa9h-x351","https://doi.org/10.34973/sa9h-x351","sz_corpus_pear_stories","CLS","Data Sharing Collection",10,"Published","Radboud University","RU-HD-1.1",NA,"Schizophrenia; Pear Stories; Narrative; Guided Storytelling; Cognitive Linguistics",NA,NA,1,"DOI: 10.16995/olh.487","DOI: 10.34973/grr8-0635",NA,NA,"Schuppen, S.L. van; Krieken, K.W.M. van; Claassen, S.A.; Sanders, J.","Schuppen, S.L. van; Krieken, K.W.M. van; Heuvel, H. van den (Henk)",NA,8,515943,5368709120,2023-04-24 21:49:54,2023-07-25 14:40:35,NA,2023-04-24 21:49:54,NA,2,1,185,19,1049687,60,5,2023
"197","Variation in the processing of grammatical norm violations","So far, processing studies on grammatical norm violations (GNVs) in Dutch (i.e., als ‘as’ in comparatives) have mainly focused on general differences between GNVs and their grammatical and ungrammatical counterparts. The present study is the first to also systematically investigate between-participant and between-construction variation in the processing of GNVs, using a self-paced reading task. Age and educational level were investigated as potential sources of between-participant variation, and between-construction variation was assessed by including three GNVs that vary in the amount of prescriptive attention they receive in society. Results indeed showed that the processing of GNVs was influenced by the age and educational level of participants. Moreover, different results were obtained for different norm violations. Based on these results, we conclude that it is very important to take into account differences between participants and constructions when studying the processing of GNVs.","ru.cls.variation_processing_grammatical_norm_violations_dsc_391","10.34973/ngj2-y614","https://doi.org/10.34973/ngj2-y614","variation_processing_grammatical_norm_violations","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-NC-SA-4.0",NA,"self-paced reading; processing; grammatical norm violations; between-participant differences; between-construction differences",NA,NA,1,"DOI: 10.1075/avt.00059.cos",NA,NA,NA,"Floris Cos; Hubers, F.C.W.","Hubers, F.C.W.","Floris Cos",371,95078969,5368709120,2022-11-17 08:28:41,2022-11-17 08:28:41,NA,2022-11-17 08:28:41,NA,0,0,230,7925,999973564,52,127,2022
"198","Unraveling interdisciplinarity: changing perspectives on interdisciplinary education, learning and learning outcomes","To fully utilize the potential impact of interdisciplinary learning, a better overview of the state of the research field, and empirical research into the effects and learning outcomes of interdisciplinary learning is needed. 
This project, therefore, aims to provide a detailed view on the current state of empirical research into the learning outcomes and design of interdisciplinary learning, and extend it by presenting empirical results from the interdisciplinary minor ‘Healthcare communication, management and organization’. 

This project has 4 subprojects:
1. The state of empirical evidence for interdisciplinary learning outcomes in higher education: a systematic review;
2. Intrdisciplinary learning and education: Broadening students' perspectives on healthcare communication; 
3. Interdisciplinary education affects student learning: a focus group study;
4. How to cross the line: design principles for interdisciplinary education. 

The data of subprojects 1,2 and 4 are made available in this data collection. The data of subproject 3 are available with open access from: https://doi.org/10.17026/dans-zpq-7a3c .","ru.cls.unraveling_interdisciplinarity_dsc_942","10.34973/m7gm-8w65","https://doi.org/10.34973/m7gm-8w65","unraveling_interdisciplinarity","CLS","Data Sharing Collection",10,"Published","Radboud University","CC0-1.0",NA,"Interdisciplinary learning; Interdisciplinary education; Healthcare communication",NA,NA,1,NA,NA,NA,NA,"Oudenampsen, Jessica; Das, H.H.J.; van de Pol, M.","Oudenampsen, Jessica; Heuvel, H. van den (Henk); Das, H.H.J.",NA,53,1352209,5368709120,2023-06-20 09:19:35,2023-06-20 09:19:35,NA,2023-06-20 09:19:35,NA,0,0,191,671,16498263,53,43,2023
"199","Transcendent Narratives","Two datafiles (Study 1, Study 2) contain the data described in the Das & Peters (2022) paper entitled ""‘They Never Really Leave Us’: Transcendent Narratives of Loss Resonate with the Experience of Severe Grief"". Study 1 (N=1012) examined if personal experience with loss (grief severity, loss acceptance) increased mixed affect, transportation, identification, and appreciation of narratives of loss with, and without a reference to transcendence; Study 2 (N=240) examined effects of transcendent narratives and grief on elevation and connectedness.","ru.cls.transcendent_narratives_dsc_100","10.34973/w6v7-bj51","https://doi.org/10.34973/w6v7-bj51","transcendent_narratives","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-NC-4.0",NA,"transportation; transcendence; narratives; identification; grief; elevation; connectedness; bereavement; appreciation",NA,NA,1,"DOI: 10.1093/hcr/hqac001",NA,NA,NA,"Das, H.H.J.","Das, H.H.J.",NA,7,352819,5368709120,2022-03-07 09:06:48,2022-03-07 09:06:48,NA,2022-03-07 09:06:48,NA,0,0,294,427,16073751,147,160,2022
"200","A linguistic view on gender in medical interaction","Women’s and men’s experiences of health, healthcare trajectories, and health outcomes often vary. Explanations for these differences go beyond biological sex, and attention for the effects of psychosocial gender on health has increased in the past few years. Yet, many aspects of gender and its multiple dimensions in health remain unclear, such as the role of gender in medical interaction. A focus on physicians’ and patients’ language use in consultations, and on how their language use is connected to gender, could increase our understanding of how gender impacts health and healthcare. This dissertation focuses on general practice consultations, which constitute an important stage in in the medical trajectory. By adopting a multi-method approach that explores the connection between gender and language use in medical interaction from various angles, I aim to provide a linguistic view on gender in interactions between GPs and patients with common somatic symptoms.","ru.cls.role_gender_in_medical_interaction_dsc_973","10.34973/ps6t-xf47","https://doi.org/10.34973/ps6t-xf47","role_gender_in_medical_interaction","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-NC-ND-4.0",NA,"Stereotypes; Language Use; Health; General Practice; Gender; Doctor-patient Interactions; Communication",NA,NA,1,"DOI: 10.1386/jaah_00066_1; DOI: 10.12840/ISSN.2255-4165.026; DOI: 10.1016/j.jpsychores.2022.110739",NA,NA,NA,"Plug, I.","Stommel, W.J.P. (Wyke); Plug, I.; Das, H.H.J.",NA,62,135560670,5368709120,2022-12-20 08:09:51,2022-12-20 08:09:51,NA,2022-12-20 08:09:51,NA,0,0,680,1848,2923374996,95,165,2022
"201","Research Documentation for Reading the Mind Dissertation",NA,"ru.cls.reading_the_mind_rdc_319","10.34973/rm23-ct20","https://doi.org/10.34973/rm23-ct20","reading_the_mind","CLS","Research Documentation Collection",10,"Archived","Radboud University",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Willems, R.M.; Krieken, K.W.M. van; Heuvel, H. van den (Henk); Eekhof, L.S.",NA,12,6185112,5368709120,2023-06-15 09:40:12,2023-06-15 09:40:12,NA,NA,2023-06-15 09:40:12,0,0,6,25,12370427,2,3,2023
"202","Second person pronouns in HR communication","In an online experiment among native speakers of Dutch we measured addressees’ responses to emails written in the informal pronoun T or the formal pronoun V in HR communication. 172 participants read either the V-versions or the T-versions of two invitation emails and two rejection emails by four different fictitious recruiters. After each email, participants had to score their appreciation of the company and the recruiter on five different scales each. We found a small effect of pronoun: Emails written in V were more highly appreciated than emails in T, irrespective of type of email (invitation or rejection) and irrespective of the participant’s age, gender and level of education. At the same time, we observed differences in the strength of this effect across different scales.","ru.cls.second_person_pronouns_in_hr_communication_dsc_170","10.34973/2ksw-jp26","https://doi.org/10.34973/2ksw-jp26","second_person_pronouns_in_hr_communication","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-NC-SA-4.0",NA,"second person; scales; experiment; email communication; address",NA,NA,1,"DOI: 10.1016/j.pragma.2022.11.017",NA,NA,NA,"Hoop, H. de (Helen); Natalia Levshina; Marianne Segers","Hoop, H. de (Helen)",NA,7,1471055,5368709120,2022-12-15 21:04:52,2022-12-15 21:04:52,NA,2022-12-15 21:04:52,NA,0,0,119,228,30382036,61,79,2022
"203","SignON - Sign Language Translation Mobile Application and Open Communications Framework","This collection contains the SignON Hospitality Pilot Corpus. This pilot corpus contains recordings of 5 speakers made for the SignON project: https://signon-project.eu/.
Together with members of the DHH community in the project, a storyline with recording tasks was formulated consisting of 10 small recording tasks for each of three subdomains: hotel reservation, dining in a restaurant, and travel, 30 tasks in total. 

For this SignON pilot corpus full recordings for 5 speakers were collected, all of them were audio recordings. 
Two speakers are Northern Dutch speakers from the Netherlands, two speakers are Southern Dutch speakers from Belgium (both hard of hearing), and one speaker is Spanish.","ru.cls.signon_rdc_082","10.34973/wtrr-6898","https://doi.org/10.34973/wtrr-6898","signon","CLS","Research Documentation Collection",10,"Archived","Radboud University",NA,NA,"hospitality; Speech recordings",NA,NA,1,"URL: https://link.springer.com/book/9783031473616",NA,NA,NA,NA,"Parikh, A.K.; Heuvel, H. van den (Henk)",NA,436,207176997,5368709120,2024-02-03 17:50:26,2024-02-03 17:50:26,NA,NA,2024-02-03 17:50:26,0,0,11,438,207240538,5,3,2024
"204","Reading Minds, Reading Stories Data Set","This data set consists of eye-tracking data and various data related to individual differences in social-cognitive abilities (self-reported trait empathy, emotional empathy, perspective-taking abilities, spontaneous mentalizing tendencies), personality traits (need for affect, need for cognition), and reading-related characteristics (print exposure, story world absorption, reading motivation) from 90 native speakers of Dutch who read a 5000-word non-fictional narrative that has been coded for various lexical characteristics (frequency, word length, POS), as well as the presence of viewpoint markers. 

The data was collected to study the relationship between social-cognitive abilities and the linguistic processing of perceptual, cognitive, and emotional viewpoint markers, in the context of PhD research by Lynn Eekhof, at the Centre for Language Studies, Radboud University.","ru.cls.reading_minds_reading_stories_data_set_dsc_293","10.34973/zb8x-xe75","https://doi.org/10.34973/zb8x-xe75","reading_minds_reading_stories_data_set","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-4.0",NA,"viewpoint; theory of mind; social cognition; reading; perspective; narrative; eye-tracking; empathy",NA,NA,1,"DOI: 10.3389/fpsyg.2021.698986",NA,"DOI: 10.16995/olh.483",NA,"Eekhof, L.S.; Willems, R.M.","Willems, R.M.; Krieken, K.W.M. van; Heuvel, H. van den (Henk); Eekhof, L.S.",NA,12,843996452,5368709120,2022-08-29 13:29:35,2023-05-09 15:52:40,NA,2022-08-29 13:29:35,NA,0,0,272,267,3384396983,166,117,2022
"205","Native and non-native Lombard speech: CoG, intensity, word duration and VOT data of the DELNN corpus","This is the dataset associated with the article ""Acoustic characteristics of non-native Lombard speech in the DELNN corpus"". We were interested in examining native and non-native plain speech (speech produced in quiet) and Lombard speech (speech produced in noise). For this purpose we created the Dutch English Lombard Native Non-native (DELNN) corpus. The DELNN corpus includes 30 Dutch females producing plain and Lombard speech in native Dutch and in non-native English and nine American-English females producing plain and Lombard speech in native English. The stimuli that the speakers recorded were question-answer pairs in which target words were embedded. We manipulated whether the target words received contrastive focus or not. From this corpus we extracted word durations, and voice onset times as well as the intensity and spectral Center of Gravity of the entire answer.","ru.cls.non_native_lombard_speech_dsc_194","10.34973/92ed-1804","https://doi.org/10.34973/92ed-1804","non_native_lombard_speech","CLS","Data Sharing Collection",10,"Published","Radboud University","RU-HD-SU-1.0",NA,"non-native speakers; native speakers; acoustics; Lombard speech; English; Dutch; DELNN corpus",NA,NA,1,"DOI: 10.1016/j.wocn.2023.101281","DOI: 10.5281/zenodo.4267819; DOI: 10.17026/dans-zzn-5tu9; DOI: 10.17026/dans-xyq-27cd",NA,NA,"Marcoux, K.P.; Ernestus, M.T.C.","Marcoux, K.P. (Katherine); Heuvel, H. van den (Henk); Ernestus, M.T.C.",NA,15,7294918,5368709120,2023-12-19 19:02:07,2024-01-24 20:05:35,NA,2023-12-19 19:02:07,NA,0,0,239,16,7295121,14,2,2023
"206","Past tense reference to the future","The simple past in Dutch, as in many other European languages, is not necessarily used to refer to a past eventuality. A Dutch example of a verb in simple past that does not refer to a past event, taken from the Spoken Dutch Corpus (CGN), is: ""Pa die ging morgen golfen"" ‘Dad is going to play golf tomorrow.’ Here, the past tense verb ging ‘went’ can be called a ‘fake past’, since it refers to a future eventuality, as can be seen from the adverb tomorrow. We argue that this use of the past tense is not modal, because it does not involve reference to a counterfactual, hypothetical, or unlikely eventuality. We present a Reichenbachian (1947) analysis of this use of past tense, in which we argue that while the eventuality takes place in the future, past tense is used to indicate that the point of perspective (R) is situated in the past (i.e. R-S-E).","ru.cls.past_tense_reference_to_the_future_dsc_541","10.34973/kypa-nk77","https://doi.org/10.34973/kypa-nk77","past_tense_reference_to_the_future","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-NC-SA-4.0",NA,"spoken Dutch; point of perspective; future; fake past; Reichenbachian analysis",NA,NA,1,"DOI: 10.1075/avt.00079.haa",NA,NA,NA,"Haans, H.; Hoop, H. de","Hoop, H. de (Helen); Heuvel, H. van den (Henk)",NA,4,31885,5368709120,2023-11-09 21:10:55,2023-11-09 21:10:55,NA,2023-11-09 21:10:55,NA,0,0,169,42,355412,18,19,2023
"207","NT2-les discourse-partikels","Ze zijn de smeerolie van de taal, woordjes als 'dan', 'dus', 'soms', 'eigenlijk', 'toch', 'maar', 'wel' en 'even': discourse-partikels. In spontane taal worden ze aan de lopende band gebruikt, maar voor mensen die Nederlands leren zijn ze lastig om onder de knie te krijgen. Ze hebben nog nauwelijks een plek in NT2-methodes, maar Nijmeegs onderzoek laat zien dat gerichte aandacht het begrip en gebruik stimuleert.","ru.cls.nt2-les_discourse-partikels_dsc_440","10.34973/pw6f-ng18","https://doi.org/10.34973/pw6f-ng18","nt2-les_discourse-partikels","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-NC-SA-4.0",NA,"toets; les; discourse-partikels; NT2",NA,NA,1,NA,NA,NA,NA,"Mulder, G.J.; Maureen Krösschell; Hoop, H. de (Helen)","Hoop, H. de (Helen)",NA,7,551842,5368709120,2023-02-28 08:09:00,2023-02-28 08:09:00,NA,2023-02-28 08:09:00,NA,0,0,59,164,10904265,35,49,2023
"208","Linguistic judgments in 3D","Linguistic judgment experiments typically elicit judgments in terms of the acceptability or surface probability of a sentence. There is evidence that the dimension of the scale on which sentences are judged influences the outcome of the experiment, but to date this evidence is only limited. This is not a trivial matter, as the elicited judgment data are increasingly considered the basis for inferences about linguistic representation. The present study investigates whether the dimension of the scale influences judgments. Sentences are judged in one of three dimensions: acceptability, probability, or aesthetics. Two distinct sets of experimental items are tested; one with cases of stigmatized variation (violations of the prescriptive norm) and another with cases of non-stigmatized variation (middle-field scrambling) in Dutch. The results show that participants take into account the scale dimension, both in stigmatized and in non-stigmatized variation. The results for stigmatized variation reflect a certain degree of conscious reflection based on the judgment scale; the effects in non-stigmatized variation, by contrast, are only main effects of instruction without changes in the relative pattern of judgments between conditions. These findings corroborate the idea that linguistic judgments of non-stigmatized variation are not the result of introspection in the technical sense, but automatic, multi-dimensional responses to a stimulus.","ru.cls.linguistic_judgments_in_3d_dsc_298","10.34973/k01s-ez17","https://doi.org/10.34973/k01s-ez17","linguistic_judgments_in_3d","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-4.0",NA,"scrambling; prescriptive grammar; judgment tasks; instructions",NA,NA,1,NA,NA,NA,NA,"Schoenmakers, G.T.","Schoenmakers, G.T.",NA,6,1911024,5368709120,2022-09-20 09:57:06,2022-09-20 09:57:06,NA,2022-09-20 09:57:06,NA,0,0,170,251,54758521,82,70,2022
"209","Narrative interviews SZ","This corpus contains 22 pseudonymized transcriptions of narrative interviews with native Dutch speakers with a schizophrenia diagnosis.","ru.cls.narrative_life_interviews_sz_participants_dsc_390","10.34973/re1a-6f34","https://doi.org/10.34973/re1a-6f34","narrative_life_interviews_sz_participants","CLS","Data Sharing Collection",10,"Published","Radboud University","RU-RA-DUA-1.0",NA,"Schizophrenia; Narrative; Life Stories; Interviews; Clean Language",NA,NA,1,"DOI: 10.1007/978-3-030-56696-8_10","DOI: 10.34973/sa9h-x351; DOI: 10.34973/grr8-0635",NA,NA,"Schuppen, S.L. van; Krieken, K.W.M. van; Claassen, S.A.; Sanders, J.","Schuppen, S.L. van; Krieken, K.W.M. van; Heuvel, H. van den (Henk)",NA,8,4111131,5368709120,2023-04-24 21:52:25,2023-09-25 05:50:28,NA,2023-04-24 21:52:25,NA,0,1,158,39,12381495,75,18,2023
"210","Engagement with Narrative Characters Data Set","This data set consists of various data related to individual differences in social-cognitive abilities (self-reported trait empathy, emotional empathy, spontaneous mentalizing tendencies), self-reported experiences of character engagement during narrative reading, and measures of reading habits (print exposure, reading habits) from 349 native speakers of Dutch who read two narratives that were manipulated for the presence of viewpoint markers. A pre-test was conducted to check the narrative stimuli. This data is also included in this data set. 

These data were collected to study the relationship between social-cognitive abilities, the presence of viewpoint markers, and experiences of character engagement, in the context of PhD research by Lynn Eekhof, at the Centre for Language Studies, Radboud University.","ru.cls.narrative_engagement_dataset_dsc_023","10.34973/g18a-bk09","https://doi.org/10.34973/g18a-bk09","narrative_engagement_dataset","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-4.0",NA,"viewpoint; social cognition; reading; perspective; narrative engagement; narrative; identification; empathy",NA,NA,1,"DOI: 10.1080/0163853X.2023.2206773",NA,"DOI: 10.16995/olh.483","URL: https://osf.io/m2rtx; URL: https://osf.io/2vdmg","Eekhof, L.S.; Krieken, K.W.M. van; Sanders, J.M. (José); Willems, R.M. (Roel)","Willems, R.M.; Krieken, K.W.M. van; Heuvel, H. van den (Henk); Eekhof, L.S.",NA,14,2989562,5368709120,2023-06-05 09:46:18,2023-06-05 09:46:18,NA,2023-06-05 09:46:18,NA,0,0,123,244,29750913,30,52,2023
