doi,best_oa_evidence,best_oa_host,best_oa_license,best_oa_url,best_oa_url_is_pdf,best_oa_version,data_standard,doi_url,genre,is_oa,is_paratext,journal_is_in_doaj,journal_is_oa,journal_issn_l,journal_issns,journal_name,oa_status,published_date,publisher,year,oa_status_d
10.3758/s13421-022-01281-7,open (via crossref license),publisher,cc-by,https://link.springer.com/content/pdf/10.3758/s13421-022-01281-7.pdf,TRUE,publishedVersion,2,https://doi.org/10.3758/s13421-022-01281-7,journal-article,TRUE,FALSE,FALSE,FALSE,0090-502X,"0090-502X,1532-5946",Memory &amp; Cognition,hybrid,2022-03-17,Springer Science and Business Media LLC,2022,hybrid
10.1038/s44271-023-00036-7,open (via crossref license),publisher,cc-by,https://www.nature.com/articles/s44271-023-00036-7.pdf,TRUE,publishedVersion,2,https://doi.org/10.1038/s44271-023-00036-7,journal-article,TRUE,FALSE,FALSE,FALSE,2731-9121,2731-9121,Communications Psychology,hybrid,2023-11-24,Springer Science and Business Media LLC,2023,hybrid
10.1016/j.foodqual.2022.104757,open (via crossref license),publisher,cc-by,https://doi.org/10.1016/j.foodqual.2022.104757,TRUE,publishedVersion,2,https://doi.org/10.1016/j.foodqual.2022.104757,journal-article,TRUE,FALSE,FALSE,FALSE,0950-3293,0950-3293,Food Quality and Preference,hybrid,2023-01-01,Elsevier BV,2023,hybrid
10.1016/j.pec.2023.107624,open (via crossref license),publisher,cc-by-nc-nd,https://doi.org/10.1016/j.pec.2023.107624,TRUE,publishedVersion,2,https://doi.org/10.1016/j.pec.2023.107624,journal-article,TRUE,FALSE,FALSE,FALSE,0738-3991,0738-3991,Patient Education and Counseling,hybrid,2023-04-01,Elsevier BV,2023,hybrid
10.1017/s0272263122000067,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/CC596E2E4E20E8BDE0AE37791F23A83A/S0272263122000067a.pdf/div-class-title-linguistic-dissimilarity-increases-age-related-decline-in-adult-language-learning-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s0272263122000067,journal-article,TRUE,FALSE,FALSE,FALSE,0272-2631,"0272-2631,1470-1545",Studies in Second Language Acquisition,hybrid,2022-03-18,Cambridge University Press (CUP),2022,hybrid
10.1515/ling-2021-0179,open (via page says license),publisher,cc-by,https://www.degruyter.com/document/doi/10.1515/ling-2021-0179/pdf,TRUE,publishedVersion,2,https://doi.org/10.1515/ling-2021-0179,journal-article,TRUE,FALSE,FALSE,FALSE,0024-3949,"0024-3949,1613-396X",Linguistics,hybrid,2023-01-11,Walter de Gruyter GmbH,2023,hybrid
10.21437/slate.2023-23,NA,NA,NA,NA,FALSE,NA,2,https://doi.org/10.21437/slate.2023-23,proceedings-article,FALSE,FALSE,FALSE,FALSE,NA,NA,9th Workshop on Speech and Language Technology in Education (SLaTE),closed,2023-08-18,ISCA,2023,diamond
10.21437/slate.2023-3,NA,NA,NA,NA,FALSE,NA,2,https://doi.org/10.21437/slate.2023-3,proceedings-article,FALSE,FALSE,FALSE,FALSE,NA,NA,9th Workshop on Speech and Language Technology in Education (SLaTE),closed,2023-08-18,ISCA,2023,diamond
10.1016/j.specom.2023.02.004,open (via crossref license),publisher,cc-by,https://doi.org/10.1016/j.specom.2023.02.004,TRUE,publishedVersion,2,https://doi.org/10.1016/j.specom.2023.02.004,journal-article,TRUE,FALSE,FALSE,FALSE,0167-6393,0167-6393,Speech Communication,hybrid,2023-03-01,Elsevier BV,2023,hybrid
10.1037/xap0000461,oa repository (via OAI-PMH doi match),repository,NA,https://eprints.gla.ac.uk/304877/2/304877.pdf,TRUE,acceptedVersion,2,https://doi.org/10.1037/xap0000461,journal-article,TRUE,FALSE,FALSE,FALSE,1076-898X,"1939-2192,1076-898X",Journal of Experimental Psychology: Applied,green,2023-09-01,American Psychological Association (APA),2023,green
10.1007/s12559-022-10059-7,open (via crossref license),publisher,cc-by,https://link.springer.com/content/pdf/10.1007/s12559-022-10059-7.pdf,TRUE,publishedVersion,2,https://doi.org/10.1007/s12559-022-10059-7,journal-article,TRUE,FALSE,FALSE,FALSE,1866-9956,"1866-9956,1866-9964",Cognitive Computation,hybrid,2022-10-15,Springer Science and Business Media LLC,2022,hybrid
10.1080/23273798.2023.2254424,open (via crossref license),publisher,cc-by-nc-nd,https://doi.org/10.1080/23273798.2023.2254424,TRUE,publishedVersion,1,https://doi.org/10.1080/23273798.2023.2254424,journal-article,TRUE,FALSE,FALSE,FALSE,2327-3798,"2327-3798,2327-3801","Language, Cognition and Neuroscience",hybrid,2023-09-12,Informa UK Limited,2023,hybrid
10.1017/langcog.2023.61,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B1413E5A9161212E177C26759BFF1DDE/S1866980823000613a.pdf/div-class-title-multimodal-encoding-of-motion-events-in-speech-gesture-and-cognition-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/langcog.2023.61,journal-article,TRUE,FALSE,FALSE,FALSE,1866-9808,"1866-9808,1866-9859",Language and Cognition,hybrid,2023-12-15,Cambridge University Press (CUP),2023,hybrid
10.34973/pw6f-ng18,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.34973/pw6f-ng18,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.34973/re1a-6f34,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.34973/re1a-6f34,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.1017/s1470542722000071,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A51ADEDD4C21E7EDBF0D19BAF9B3474E/S1470542722000071a.pdf/div-class-title-natiolectal-variation-in-dutch-morphosyntax-a-large-scale-data-driven-perspective-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s1470542722000071,journal-article,TRUE,FALSE,FALSE,FALSE,1470-5427,"1470-5427,1475-3014",Journal of Germanic Linguistics,hybrid,2023-02-08,Cambridge University Press (CUP),2023,hybrid
10.1075/ml.22006.rin,open (via free pdf),publisher,cc-by,https://www.jbe-platform.com/deliver/fulltext/10.1075/ml.22006.rin/ml.22006.rin.pdf?itemId=%2Fcontent%2Fjournals%2F10.1075%2Fml.22006.rin&mimeType=pdf&containerItemId=content/jbep,TRUE,publishedVersion,2,https://doi.org/10.1075/ml.22006.rin,journal-article,TRUE,FALSE,FALSE,FALSE,1871-1340,"1871-1340,1871-1375",The Mental Lexicon,hybrid,2023-08-17,John Benjamins Publishing Company,2023,hybrid
10.34973/92ed-1804,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.34973/92ed-1804,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.pec.2023.107649,open (via crossref license),publisher,cc-by,https://doi.org/10.1016/j.pec.2023.107649,TRUE,publishedVersion,2,https://doi.org/10.1016/j.pec.2023.107649,journal-article,TRUE,FALSE,FALSE,FALSE,0738-3991,0738-3991,Patient Education and Counseling,hybrid,2023-05-01,Elsevier BV,2023,hybrid
10.1016/j.pec.2022.10.150,NA,NA,NA,NA,FALSE,NA,2,https://doi.org/10.1016/j.pec.2022.10.150,journal-article,FALSE,FALSE,FALSE,FALSE,0738-3991,0738-3991,Patient Education and Counseling,closed,2023-04-01,Elsevier BV,2023,closed
10.1111/cogs.13266,open (via crossref license),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/cogs.13266,TRUE,publishedVersion,2,https://doi.org/10.1111/cogs.13266,journal-article,TRUE,FALSE,FALSE,FALSE,0364-0213,"0364-0213,1551-6709",Cognitive Science,hybrid,2023-04-01,Wiley,2023,hybrid
10.1075/avt.00088.ser,open (via page says license),publisher,cc-by,https://www.jbe-platform.com/deliver/fulltext/avt.00088.ser.pdf?itemId=%2Fcontent%2Fjournals%2F10.1075%2Favt.00088.ser&mimeType=pdf&containerItemId=content/journals/15699919,TRUE,publishedVersion,2,https://doi.org/10.1075/avt.00088.ser,journal-article,TRUE,FALSE,FALSE,FALSE,0929-7332,"0929-7332,1569-9919",Linguistics in the Netherlands 2023,hybrid,2023-11-03,John Benjamins Publishing Company,2023,hybrid
10.1162/opmi_a_00105,oa journal (via doaj),publisher,cc-by,https://doi.org/10.1162/opmi_a_00105,TRUE,publishedVersion,2,https://doi.org/10.1162/opmi_a_00105,journal-article,TRUE,FALSE,TRUE,TRUE,2470-2986,2470-2986,Open Mind,gold,2023-01-01,MIT Press,2023,diamond
10.1145/3571884.3604316,oa repository (via OAI-PMH doi match),repository,NA,https://arxiv.org/pdf/2307.05532,TRUE,submittedVersion,2,https://doi.org/10.1145/3571884.3604316,proceedings-article,TRUE,FALSE,FALSE,FALSE,NA,NA,Proceedings of the 5th International Conference on Conversational User Interfaces,green,2023-07-19,ACM,2023,green
10.1017/s1366728922000591,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A45CDB4D148A63623AFB16CC6524F90E/S1366728922000591a.pdf/div-class-title-orthographic-and-semantic-priming-effects-in-neighbour-cognates-experiments-and-simulations-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s1366728922000591,journal-article,TRUE,FALSE,FALSE,FALSE,1366-7289,"1366-7289,1469-1841",Bilingualism: Language and Cognition,hybrid,2022-10-06,Cambridge University Press (CUP),2022,hybrid
10.1075/avt.00079.haa,open (via page says license),publisher,cc-by,https://www.jbe-platform.com/deliver/fulltext/avt.00079.haa.pdf?itemId=%2Fcontent%2Fjournals%2F10.1075%2Favt.00079.haa&mimeType=pdf&containerItemId=content/journals/15699919,TRUE,publishedVersion,2,https://doi.org/10.1075/avt.00079.haa,journal-article,TRUE,FALSE,FALSE,FALSE,0929-7332,"0929-7332,1569-9919",Linguistics in the Netherlands 2023,hybrid,2023-11-03,John Benjamins Publishing Company,2023,hybrid
10.34973/kypa-nk77,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.34973/kypa-nk77,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.jpsychores.2023.111241,open (via free article),publisher,NA,https://doi.org/10.1016/j.jpsychores.2023.111241,TRUE,publishedVersion,2,https://doi.org/10.1016/j.jpsychores.2023.111241,journal-article,TRUE,FALSE,FALSE,FALSE,0022-3999,0022-3999,Journal of Psychosomatic Research,bronze,2023-06-01,Elsevier BV,2023,bronze
10.1515/cog-2022-0045,open (via page says license),publisher,cc-by,https://www.degruyter.com/document/doi/10.1515/cog-2022-0045/pdf,TRUE,publishedVersion,2,https://doi.org/10.1515/cog-2022-0045,journal-article,TRUE,FALSE,FALSE,FALSE,0936-5907,"0936-5907,1613-3641",Cognitive Linguistics,hybrid,2023-05-01,Walter de Gruyter GmbH,2023,hybrid
10.21437/interspeech.2023-1846,NA,NA,NA,NA,FALSE,NA,2,https://doi.org/10.21437/interspeech.2023-1846,proceedings-article,FALSE,FALSE,FALSE,FALSE,NA,NA,INTERSPEECH 2023,closed,2023-08-20,ISCA,2023,diamond
10.1017/s0047404523000337,open (via page says license),publisher,cc-by-nc-nd,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6A846BBECC94912523ED178B765EAE34/S0047404523000337a.pdf/div-class-title-practicing-ground-rules-in-police-interviews-with-child-witnesses-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s0047404523000337,journal-article,TRUE,FALSE,FALSE,FALSE,0047-4045,"0047-4045,1469-8013",Language in Society,hybrid,2023-05-30,Cambridge University Press (CUP),2023,hybrid
10.1016/j.foodcont.2022.109561,open (via crossref license),publisher,cc-by,https://doi.org/10.1016/j.foodcont.2022.109561,TRUE,publishedVersion,2,https://doi.org/10.1016/j.foodcont.2022.109561,journal-article,TRUE,FALSE,FALSE,FALSE,0956-7135,0956-7135,Food Control,hybrid,2023-05-01,Elsevier BV,2023,hybrid
10.1177/02655322231153543,open (via page says license),publisher,cc-by,https://doi.org/10.1177/02655322231153543,TRUE,publishedVersion,2,https://doi.org/10.1177/02655322231153543,journal-article,TRUE,FALSE,FALSE,FALSE,0265-5322,"0265-5322,1477-0946",Language Testing,hybrid,2023-03-07,SAGE Publications,2023,hybrid
10.1146/annurev-linguistics-031120-101954,open (via page says license),publisher,cc-by,https://www.annualreviews.org/doi/pdf/10.1146/annurev-linguistics-031120-101954,TRUE,publishedVersion,2,https://doi.org/10.1146/annurev-linguistics-031120-101954,journal-article,TRUE,FALSE,FALSE,FALSE,2333-9683,"2333-9683,2333-9691",Annual Review of Linguistics,hybrid,2023-01-17,Annual Reviews,2023,hybrid
10.12807/ti.115201.2023.a04,oa journal (via doaj),publisher,cc-by,http://www.trans-int.org/index.php/transint/article/download/1555/427,TRUE,publishedVersion,2,https://doi.org/10.12807/ti.115201.2023.a04,journal-article,TRUE,FALSE,TRUE,TRUE,1836-9324,1836-9324,The International Journal of Translation and Interpreting Research,gold,2023-02-28,University of Western Sydney SOHACA,2023,gold
10.3758/s13428-023-02239-6,open (via crossref license),publisher,cc-by,https://link.springer.com/content/pdf/10.3758/s13428-023-02239-6.pdf,TRUE,publishedVersion,2,https://doi.org/10.3758/s13428-023-02239-6,journal-article,TRUE,FALSE,FALSE,FALSE,1554-351X,1554-3528,Behavior Research Methods,hybrid,2023-10-02,Springer Science and Business Media LLC,2023,hybrid
10.1016/j.system.2023.103211,open (via crossref license),publisher,cc-by,https://doi.org/10.1016/j.system.2023.103211,TRUE,publishedVersion,2,https://doi.org/10.1016/j.system.2023.103211,journal-article,TRUE,FALSE,FALSE,FALSE,0346-251X,0346-251X,System,hybrid,2024-02-01,Elsevier BV,2024,hybrid
10.1075/avt.00095.ras,open (via page says license),publisher,cc-by,https://www.jbe-platform.com/deliver/fulltext/avt.00095.ras.pdf?itemId=%2Fcontent%2Fjournals%2F10.1075%2Favt.00095.ras&mimeType=pdf&containerItemId=content/journals/15699919,TRUE,publishedVersion,2,https://doi.org/10.1075/avt.00095.ras,journal-article,TRUE,FALSE,FALSE,FALSE,0929-7332,"0929-7332,1569-9919",Linguistics in the Netherlands 2023,hybrid,2023-11-03,John Benjamins Publishing Company,2023,hybrid
10.1111/desc.13377,open (via crossref license),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/desc.13377,TRUE,publishedVersion,2,https://doi.org/10.1111/desc.13377,journal-article,TRUE,FALSE,FALSE,FALSE,1363-755X,"1363-755X,1467-7687",Developmental Science,hybrid,2023-02-27,Wiley,2023,hybrid
10.1111/desc.13244,open (via crossref license),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/desc.13244,TRUE,publishedVersion,2,https://doi.org/10.1111/desc.13244,journal-article,TRUE,FALSE,FALSE,FALSE,1363-755X,"1363-755X,1467-7687",Developmental Science,hybrid,2022-02-24,Wiley,2022,hybrid
10.34973/sa9h-x351,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.34973/sa9h-x351,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.1075/lab.22043.mor,open (via free pdf),publisher,cc-by,https://www.jbe-platform.com/deliver/fulltext/10.1075/lab.22043.mor/lab.22043.mor.pdf?itemId=%2Fcontent%2Fjournals%2F10.1075%2Flab.22043.mor&mimeType=pdf&containerItemId=content/jbep,TRUE,publishedVersion,2,https://doi.org/10.1075/lab.22043.mor,journal-article,TRUE,FALSE,FALSE,FALSE,1879-9264,"1879-9264,1879-9272",Linguistic Approaches to Bilingualism,hybrid,2023-06-29,John Benjamins Publishing Company,2023,hybrid
10.1038/s41598-023-30580-5,oa journal (via doaj),publisher,cc-by,https://www.nature.com/articles/s41598-023-30580-5.pdf,TRUE,publishedVersion,2,https://doi.org/10.1038/s41598-023-30580-5,journal-article,TRUE,FALSE,TRUE,TRUE,2045-2322,2045-2322,Scientific Reports,gold,2023-04-19,Springer Science and Business Media LLC,2023,gold
10.1075/lab.22093.uns,open (via free pdf),publisher,cc-by,https://www.jbe-platform.com/deliver/fulltext/10.1075/lab.22093.uns/lab.22093.uns.pdf?itemId=%2Fcontent%2Fjournals%2F10.1075%2Flab.22093.uns&mimeType=pdf&containerItemId=content/jbep,TRUE,publishedVersion,2,https://doi.org/10.1075/lab.22093.uns,journal-article,TRUE,FALSE,FALSE,FALSE,1879-9264,"1879-9264,1879-9272",Linguistic Approaches to Bilingualism,hybrid,2023-10-10,John Benjamins Publishing Company,2023,hybrid
10.1017/s0305000923000107,oa repository (via OAI-PMH doi match),repository,NA,https://eprints.whiterose.ac.uk/195539/3/Paradis_commentary_DeCat_Unsworth_REVISED.pdf,TRUE,acceptedVersion,2,https://doi.org/10.1017/s0305000923000107,journal-article,TRUE,FALSE,FALSE,FALSE,0305-0009,"0305-0009,1469-7602",Journal of Child Language,green,2023-03-31,Cambridge University Press (CUP),2023,green
10.1121/10.0017769,open (via page says license),publisher,cc-by,https://pubs.aip.org/asa/jasa/article-pdf/153/4/2165/16822240/2165_1_10.0017769.pdf,TRUE,publishedVersion,2,https://doi.org/10.1121/10.0017769,journal-article,TRUE,FALSE,FALSE,FALSE,0001-4966,0001-4966,The Journal of the Acoustical Society of America,hybrid,2023-04-01,Acoustical Society of America (ASA),2023,hybrid
10.1075/sll.20001.van,NA,NA,NA,NA,FALSE,NA,2,https://doi.org/10.1075/sll.20001.van,journal-article,FALSE,FALSE,FALSE,FALSE,1387-9316,"1387-9316,1569-996X",Sign Language and Linguistics,closed,2023-06-15,John Benjamins Publishing Company,2023,closed
10.1017/s1366728923000044,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A02065759FC848011206C2C3D41020D0/S1366728923000044a.pdf/div-class-title-structural-priming-of-code-switches-in-non-shared-word-order-utterances-the-effect-of-lexical-repetition-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s1366728923000044,journal-article,TRUE,FALSE,FALSE,FALSE,1366-7289,"1366-7289,1469-1841",Bilingualism: Language and Cognition,hybrid,2023-02-07,Cambridge University Press (CUP),2023,hybrid
10.1145/3607827.3616843,open (via free pdf),publisher,cc-by,https://dl.acm.org/doi/pdf/10.1145/3607827.3616843,TRUE,publishedVersion,2,https://doi.org/10.1145/3607827.3616843,proceedings-article,TRUE,FALSE,FALSE,FALSE,NA,NA,Proceedings of the 1st Workshop on Large Generative Models Meet Multimodal Applications,hybrid,2023-10-29,ACM,2023,hybrid
10.1007/978-3-031-27077-2_33,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/292152/1/292152.pdf,TRUE,publishedVersion,2,https://doi.org/10.1007/978-3-031-27077-2_33,book-chapter,TRUE,FALSE,FALSE,FALSE,0302-9743,"0302-9743,1611-3349",Lecture Notes in Computer Science,green,2023-01-01,Springer International Publishing,2023,green
10.1007/s10579-023-09655-2,open (via crossref license),publisher,cc-by,https://link.springer.com/content/pdf/10.1007/s10579-023-09655-2.pdf,TRUE,publishedVersion,2,https://doi.org/10.1007/s10579-023-09655-2,journal-article,TRUE,FALSE,FALSE,FALSE,1574-020X,"1574-020X,1574-0218",Language Resources and Evaluation,hybrid,2023-05-14,Springer Science and Business Media LLC,2023,hybrid
10.34973/97pv-jw72,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.34973/97pv-jw72,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.1007/978-3-031-27818-1_59,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl//bitstream/handle/2066/292146/292146.pdf,TRUE,publishedVersion,2,https://doi.org/10.1007/978-3-031-27818-1_59,book-chapter,TRUE,FALSE,FALSE,FALSE,0302-9743,"0302-9743,1611-3349",Lecture Notes in Computer Science,green,2023-01-01,Springer Nature Switzerland,2023,green
10.7275/d5qf-2h13,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.7275/d5qf-2h13,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.1515/jall-2023-2011,NA,NA,NA,NA,FALSE,NA,2,https://doi.org/10.1515/jall-2023-2011,journal-article,FALSE,FALSE,FALSE,FALSE,0167-6164,"0167-6164,1613-3811",Journal of African Languages and Linguistics,closed,2023-10-01,Walter de Gruyter GmbH,2023,closed
10.34973/ndas-gh34,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.34973/ndas-gh34,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.1075/avt.00076.bou,open (via page says license),publisher,cc-by,https://www.jbe-platform.com/deliver/fulltext/avt.00076.bou.pdf?itemId=%2Fcontent%2Fjournals%2F10.1075%2Favt.00076.bou&mimeType=pdf&containerItemId=content/journals/15699919,TRUE,publishedVersion,2,https://doi.org/10.1075/avt.00076.bou,journal-article,TRUE,FALSE,FALSE,FALSE,0929-7332,"0929-7332,1569-9919",Linguistics in the Netherlands 2023,hybrid,2023-11-03,John Benjamins Publishing Company,2023,hybrid
10.1017/s1360674323000047,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/9F42CC98EF9F05E6CE7381267000DDAE/S1360674323000047a.pdf/div-class-title-the-decline-of-local-anchoring-a-quantitative-investigation-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s1360674323000047,journal-article,TRUE,FALSE,FALSE,FALSE,1360-6743,"1360-6743,1469-4379",English Language and Linguistics,hybrid,2023-04-12,Cambridge University Press (CUP),2023,hybrid
10.1016/j.pragma.2022.11.017,open (via crossref license),publisher,cc-by,https://doi.org/10.1016/j.pragma.2022.11.017,TRUE,publishedVersion,2,https://doi.org/10.1016/j.pragma.2022.11.017,journal-article,TRUE,FALSE,FALSE,FALSE,0378-2166,0378-2166,Journal of Pragmatics,hybrid,2023-01-01,Elsevier BV,2023,hybrid
